,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
1018,EB66698,California,M,High School or Below,337185.84,86689.0,85.0,0.0,Corporate Auto,Two-Door Car,408.0
1019,OT52034,California,M,Bachelor,386477.68,24204.0,99.0,1.0,Personal Auto,Four-Door Car,707.303416
1020,CH85444,Oregon,M,College,414571.19,25943.0,110.0,0.0,Corporate Auto,Two-Door Car,1067.333126
1021,PU85769,California,M,High School or Below,515607.27,0.0,73.0,0.0,Personal Auto,Four-Door Car,807.947292
1022,UI73201,California,M,College,366737.5,62375.0,92.0,0.0,Personal Auto,Two-Door Car,618.630955
1023,SL50592,California,F,High School or Below,783568.35,0.0,71.0,0.0,Corporate Auto,Four-Door Car,404.272806
1024,XP11075,Arizona,M,Bachelor,1456726.84,0.0,148.0,0.0,Personal Auto,SUV,710.4
1025,SI31236,Oregon,M,Bachelor,1017133.9,70200.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
1026,JN26745,Nevada,F,Bachelor,413577.52,0.0,112.0,0.0,Special Auto,Four-Door Car,707.977614
1027,VK48036,Oregon,F,College,551149.11,79027.0,70.0,0.0,Corporate Auto,Four-Door Car,336.0
1028,JX76668,Washington,F,High School or Below,1131424.39,62935.0,141.0,0.0,Personal Auto,Luxury,232.242326
1029,DS45802,California,F,High School or Below,541461.73,26893.0,68.0,0.0,Personal Auto,Four-Door Car,68.226001
1030,OA96690,Oregon,F,High School or Below,742159.35,47406.0,94.0,1.0,Personal Auto,Four-Door Car,287.149807
1031,EM27919,California,M,Bachelor,445811.34,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
1032,QO41043,Oregon,F,College,1447612.49,27572.0,124.0,0.0,Corporate Auto,SUV,595.2
1033,OV50124,Oregon,F,College,493688.84,0.0,72.0,2.0,Personal Auto,Two-Door Car,391.636628
1034,PR31642,Oregon,F,Bachelor,452527.65,32802.0,114.0,0.0,Personal Auto,SUV,547.2
1035,BU41599,Washington,F,Master,558176.13,62739.0,70.0,0.0,Personal Auto,Two-Door Car,239.328571
1036,TK30357,California,F,Bachelor,1413434.74,90844.0,118.0,0.0,Personal Auto,SUV,232.674417
1037,NF31087,Nevada,F,High School or Below,2472318.31,44685.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
1038,NH16984,California,F,Bachelor,283806.78,0.0,80.0,0.0,Personal Auto,Four-Door Car,336.50961
1039,OS75493,California,F,High School or Below,384848.36,42589.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
1040,VT63298,Oregon,M,Bachelor,1950447.39,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
1041,QS75550,Washington,F,Bachelor,248004.59,93383.0,62.0,0.0,Corporate Auto,Two-Door Car,244.212286
1042,SZ16483,Arizona,F,High School or Below,436137.29,79583.0,109.0,2.0,Personal Auto,Four-Door Car,523.2
1043,VM92311,Arizona,F,High School or Below,252907.75,89129.0,64.0,0.0,Personal Auto,Four-Door Car,328.870868
1044,NJ46849,Arizona,M,College,250444.48,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
1045,WZ31900,Oregon,F,Bachelor,864970.06,94389.0,107.0,0.0,Corporate Auto,SUV,85.063708
1046,RG30482,Oregon,F,College,1366835.53,0.0,197.0,0.0,Personal Auto,SUV,1418.4
1047,ZM86949,Oregon,F,High School or Below,2063508.46,84106.0,64.0,0.0,Personal Auto,Two-Door Car,334.408717
1048,QQ39596,Arizona,F,College,251753.36,0.0,69.0,0.0,Personal Auto,Four-Door Car,42.096415
1049,FH51383,California,F,High School or Below,532667.77,76717.0,66.0,0.0,Personal Auto,Two-Door Car,300.528579
1050,BJ53923,Arizona,M,High School or Below,260027.21,51978.0,66.0,0.0,Corporate Auto,Four-Door Car,144.782152
1051,CZ96653,Oregon,F,Bachelor,853479.28,47325.0,107.0,0.0,Personal Auto,SUV,64.598216
1052,FB23788,Oregon,M,High School or Below,882883.5,86721.0,111.0,0.0,Corporate Auto,SUV,532.8
1053,NT43594,Nevada,F,Bachelor,224844.96,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
1054,RJ85627,Washington,F,Bachelor,1230276.24,43817.0,62.0,1.0,Personal Auto,Four-Door Car,245.447622
1055,KJ86296,Oregon,M,High School or Below,455659.3,0.0,73.0,2.0,Personal Auto,Four-Door Car,525.6
1056,PI47776,Oregon,F,Bachelor,253070.51,89451.0,63.0,0.0,Corporate Auto,Four-Door Car,61.769564
1057,MD73554,California,M,College,525198.4,59537.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
1058,UX92071,Oregon,M,High School or Below,674311.93,0.0,199.0,0.0,Personal Auto,Luxury,955.2
1059,YG44474,Oregon,M,College,1401472.13,54193.0,117.0,0.0,Corporate Auto,SUV,720.752945
1060,UH45301,Oregon,M,College,943891.56,86946.0,118.0,0.0,Personal Auto,Four-Door Car,340.656963
1061,RY92647,California,F,Bachelor,1050677.17,0.0,92.0,0.0,Personal Auto,Four-Door Car,546.524896
1062,IK12620,Arizona,F,High School or Below,421391.86,12160.0,109.0,0.0,Personal Auto,Four-Door Car,489.411833
1063,GQ66762,California,M,College,477368.64,33701.0,63.0,0.0,Personal Auto,Four-Door Car,171.325856
1064,YT69858,Washington,F,Bachelor,544142.01,85702.0,67.0,0.0,Personal Auto,Two-Door Car,249.085887
1065,XD85577,California,M,Bachelor,284226.69,69417.0,73.0,1.0,Personal Auto,Four-Door Car,30.874869
1066,TM65736,Oregon,M,Master,305955.03,38644.0,78.0,1.0,Personal Auto,Four-Door Car,361.455219
1067,VJ51327,California,F,High School or Below,2031499.76,63209.0,102.0,2.0,Personal Auto,SUV,207.320041
1068,GS98873,Arizona,F,Bachelor,323912.47,16061.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
1069,CW49887,California,F,Master,462680.11,79487.0,114.0,0.0,Special Auto,SUV,547.2
1070,MY31220,California,F,College,899704.02,54230.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
